"tagfield","liblibrarian","libopac","repeatable","mandatory","important","authorised_value","ind1_defaultvalue","ind2_defaultvalue","frameworkcode"
"505","8","Field link and sequence number","Field link and sequence number","1","0","0","","5","","","","","-6","ILL","","","","9999","0"
"505","a","Formatted contents note","Formatted contents note","0","0","0","","5","","","","","0","ILL","","","","9999","0"
"505","g","Miscellaneous information","Miscellaneous information","1","0","0","","5","","","","","0","ILL","","","","9999","0"
"505","r","Statement of responsibility","Statement of responsibility","1","0","0","","5","","","","","0","ILL","","","","9999","0"
"505","t","Title","Title","1","0","0","","5","","","","","0","ILL","","","","9999","0"
"505","u","Uniform Resource Identifier","Uniform Resource Identifier","1","0","0","","5","","","","1","0","ILL","","","","9999","0"
"506","2","Source of term","Source of term","0","0","0","","5","","","","","-6","ILL","","","","9999","0"
"506","3","Materials specified","Materials specified","0","0","0","","5","","","","","-6","ILL","","","","9999","0"
"506","5","Institution to which field applies","Institution to which field applies","0","0","0","","5","","","","","-6","ILL","","","","9999","0"
"506","6","Linkage","Linkage","0","0","0","","5","","","","","-6","ILL","","","","9999","0"
"506","8","Field link and sequence number","Field link and sequence number","1","0","0","","5","","","","","-6","ILL","","","","9999","0"
"506","a","Terms governing access","Terms governing access","0","0","0","","5","","","","","-6","ILL","","","","9999","0"
"506","b","Jurisdiction","Jurisdiction","1","0","0","","5","","","","","-6","ILL","","","","9999","0"
"506","c","Physical access provisions","Physical access provisions","1","0","0","","5","","","","","-6","ILL","","","","9999","0"
"506","d","Authorized users","Authorized users","1","0","0","","5","","","","","-6","ILL","","","","9999","0"
"506","e","Authorization","Authorization","1","0","0","","5","","","","","-6","ILL","","","","9999","0"
"506","f","Standardized terminology for access restriction","Standardized terminology for access restriction","1","0","0","","5","","","","","-6","ILL","","","","9999","0"
"506","u","Uniform Resource Identifier","Uniform Resource Identifier","1","0","0","","5","","","","1","-6","ILL","","","","9999","0"
"507","6","Linkage","Linkage","0","0","0","","5","","","","","-6","ILL","","","","9999","0"
"507","8","Field link and sequence number","Field link and sequence number","1","0","0","","5","","","","","-6","ILL","","","","9999","0"
"507","a","Representative fraction of scale note","Representative fraction of scale note","0","0","0","","5","","","","","-6","ILL","","","","9999","0"
"507","b","Remainder of scale note","Remainder of scale note","0","0","0","","5","","","","","-6","ILL","","","","9999","0"
"508","6","Linkage","Linkage","0","0","0","","5","","","","","-6","ILL","","","","9999","0"
"508","8","Field link and sequence number","Field link and sequence number","1","0","0","","5","","","","","-6","ILL","","","","9999","0"
"508","a","Creation/production credits note","Creation/production credits note","0","0","0","","5","","","","","-1","ILL","","","","9999","0"
"509","a","Informal Notes","Informal Notes","0","0","0","","5","","","","","-6","ILL","","","","9999","0"
"510","3","Materials specified","Materials specified","0","0","0","","5","","","","","-6","ILL","","","","9999","0"
"510","6","Linkage","Linkage","0","0","0","","5","","","","","-6","ILL","","","","9999","0"
"510","8","Field link and sequence number","Field link and sequence number","1","0","0","","5","","","","","-6","ILL","","","","9999","0"
"510","a","Name of source","Name of source","0","0","0","","5","","","","","-6","ILL","","","","9999","0"
"510","b","Coverage of source","Coverage of source","0","0","0","","5","","","","","-6","ILL","","","","9999","0"
"510","c","Location within source","Location within source","0","0","0","","5","","","","","-6","ILL","","","","9999","0"
"510","x","International Standard Serial Number","International Standard Serial Number","0","0","0","","5","","","","","-6","ILL","","","","9999","0"
"511","6","Linkage","Linkage","0","0","0","","5","","","","","-6","ILL","","","","9999","0"
"511","8","Field link and sequence number","Field link and sequence number","1","0","0","","5","","","","","-6","ILL","","","","9999","0"
"511","a","Participant or performer note","Participant or performer note","0","0","0","","5","","","","","0","ILL","","","","9999","0"
"512","6","Linkage","Linkage","0","0","0","","-1","","","","","-6","ILL","","","","9999","0"
"512","a","Earlier or later volumes separately cataloged note","Earlier or later volumes separately cataloged note","0","0","0","","-1","","","","","-6","ILL","","","","9999","0"
"513","6","Linkage","Linkage","0","0","0","","5","","","","","-6","ILL","","","","9999","0"
"513","8","Field link and sequence number","Field link and sequence number","1","0","0","","5","","","","","-6","ILL","","","","9999","0"
"513","a","Type of report","Type of report","0","0","0","","5","","","","","-6","ILL","","","","9999","0"
"513","b","Period covered","Period covered","0","0","0","","5","","","","","-6","ILL","","","","9999","0"
"514","6","Linkage","Linkage","0","0","0","","5","","","","","-6","ILL","","","","9999","0"
"514","8","Field link and sequence number","Field link and sequence number","1","0","0","","5","","","","","-6","ILL","","","","9999","0"
"514","a","Attribute accuracy report","Attribute accuracy report","0","0","0","","5","","","","","-6","ILL","","","","9999","0"
"514","b","Attribute accuracy value","Attribute accuracy value","1","0","0","","5","","","","","-6","ILL","","","","9999","0"
"514","c","Attribute accuracy explanation","Attribute accuracy explanation","1","0","0","","5","","","","","-6","ILL","","","","9999","0"
"514","d","Logical consistency report","Logical consistency report","0","0","0","","5","","","","","-6","ILL","","","","9999","0"
"514","e","Completeness report","Completeness report","0","0","0","","5","","","","","-6","ILL","","","","9999","0"
"514","f","Horizontal position accuracy report","Horizontal position accuracy report","0","0","0","","5","","","","","-6","ILL","","","","9999","0"
"514","g","Horizontal position accuracy value","Horizontal position accuracy value","1","0","0","","5","","","","","-6","ILL","","","","9999","0"
"514","h","Horizontal position accuracy explanation","Horizontal position accuracy explanation","1","0","0","","5","","","","","-6","ILL","","","","9999","0"
"514","i","Vertical positional accuracy report","Vertical positional accuracy report","0","0","0","","5","","","","","-6","ILL","","","","9999","0"
"514","j","Vertical positional accuracy value","Vertical positional accuracy value","1","0","0","","5","","","","","-6","ILL","","","","9999","0"
"514","k","Vertical positional accuracy explanation","Vertical positional accuracy explanation","1","0","0","","5","","","","","-6","ILL","","","","9999","0"
"514","m","Cloud cover","Cloud cover","0","0","0","","5","","","","","-6","ILL","","","","9999","0"
"514","u","Uniform Resource Identifier","Uniform Resource Identifier","1","0","0","","5","","","","1","-6","ILL","","","","9999","0"
"514","z","Display note","Display note","1","0","0","","5","","","","","-6","ILL","","","","9999","0"
"515","6","Linkage","Linkage","0","0","0","","5","","","","","-6","ILL","","","","9999","0"
"515","8","Field link and sequence number","Field link and sequence number","1","0","0","","5","","","","","-6","ILL","","","","9999","0"
"515","a","Numbering peculiarities note","Numbering peculiarities note","0","0","0","","5","","","","","-6","ILL","","","","9999","0"
"515","z","Source of note information (SE) [OBSOLETE]","Source of note information (SE) [OBSOLETE]","0","0","0","","-1","","","","","-6","ILL","","","","9999","0"
"516","6","Linkage","Linkage","0","0","0","","5","","","","","-6","ILL","","","","9999","0"
"516","8","Field link and sequence number","Field link and sequence number","1","0","0","","5","","","","","-6","ILL","","","","9999","0"
"516","a","Type of computer file or data note","Type of computer file or data note","0","0","0","","5","","","","","-6","ILL","","","","9999","0"
"517","a","Different formats","Different formats","0","0","0","","5","","","","","-6","ILL","","","","9999","0"
"517","b","Content descriptors","Content descriptors","1","0","0","","5","","","","","-6","ILL","","","","9999","0"
"517","c","Additional animation techniques","Additional animation techniques","1","0","0","","5","","","","","-6","ILL","","","","9999","0"
"518","3","Materials specified","Materials specified","0","0","0","","5","","","","","-6","ILL","","","","9999","0"
"518","6","Linkage","Linkage","0","0","0","","5","","","","","-6","ILL","","","","9999","0"
"518","8","Field link and sequence number","Field link and sequence number","1","0","0","","5","","","","","-6","ILL","","","","9999","0"
"518","a","Date/time and place of an event note","Date/time and place of an event note","0","0","0","","5","","","","","0","ILL","","","","9999","0"
"520","3","Materials specified","Materials specified","0","0","0","","5","","","","","-6","ILL","","","","9999","0"
"520","6","Linkage","Linkage","0","0","0","","5","","","","","-6","ILL","","","","9999","0"
"520","8","Field link and sequence number","Field link and sequence number","1","0","0","","5","","","","","-6","ILL","","","","9999","0"
"520","a","Summary, etc","Summary, etc","0","0","0","biblio.abstract","5","","","","","0","ILL","","","","9999","0"
"520","b","Expansion of summary note","Expansion of summary note","0","0","0","","5","","","","","0","ILL","","","","9999","0"
"520","u","Uniform Resource Identifier","Uniform Resource Identifier","1","0","0","","5","","","","1","0","ILL","","","","9999","0"
"520","z","Source of note information [OBSOLETE]","Source of note information [OBSOLETE]","0","0","0","","5","","","","","-6","ILL","","","","9999","0"
"521","3","Materials specified","Materials specified","0","0","0","","5","","","","","-6","ILL","","","","9999","0"
"521","6","Linkage","Linkage","0","0","0","","5","","","","","-6","ILL","","","","9999","0"
"521","8","Field link and sequence number","Field link and sequence number","1","0","0","","5","","","","","-6","ILL","","","","9999","0"
"521","a","Target audience note","Target audience note","1","0","0","","5","","","","","0","ILL","","","","9999","0"
"521","b","Source","Source","0","0","0","","5","","","","","0","ILL","","","","9999","0"
"522","6","Linkage","Linkage","0","0","0","","5","","","","","-6","ILL","","","","9999","0"
"522","8","Field link and sequence number","Field link and sequence number","1","0","0","","5","","","","","-6","ILL","","","","9999","0"
"522","a","Geographic coverage note","Geographic coverage note","0","0","0","","5","","","","","-1","ILL","","","","9999","0"
"523","6","Linkage","Linkage","0","0","0","","5","","","","","-6","ILL","","","","9999","0"
